,reviews,purchased
1196,"Warm dark notes : The 'Burlesque' has a distinctive central flavor - I think it's walnut husk, aromatic and bitter in itself, and easy to pair with warm flavors. I like that taste, having done some experiments based on the Parsons book, and find it uncommon among the commercial bitters I've tried.But, I have to say, I still prefer my own walnut-based flavors. This comes on strong with the central flavor and enticing bitterness, but lacks the secondary and tertiary notes that make a flavor memorable. So, it's good. If I didn't make my own, very good - it would be a regular on my shelf. Recommended, unless you make your own.-- wiredweirdPS: I'm not a fan of dropper bottles, and this comes with a medicine dropper. Perhaps you get more repeatability and precision with a dropper, until the bottle runs low, but I prefer the convenience of a shaker, which you can find easily at Amazon.",
1197,Five Stars : Enhanced our beverage perfectly!,
1198,"Five Stars : A fun bitter to experiment with your drinks, tastes great",
1199,"This product is fantastic, and I haven't yet found anything that can ... : This product is fantastic, and I haven't yet found anything that can really take its place. When I got it, I took out the dropper and dripped a little right on my tongue and instantly fell in love. It has the depth and complexity of flavor you expect from bitters, but it's not overwhelming. I love a glass of rum with just a couple dashes of this in it, or in an East India Trading Co. cocktail (with rum, sherry and amaro liqueur). I highly recommend.",
1200,Add as a wonderful surprise to bloody Mary's or over pepper vodka on ... : Add as a wonderful surprise to bloody Mary's or over pepper vodka on the rocks. Try on steak or chicken on the grill.,
1201,"Only used these bitters twice but each time they've been ... : Only used these bitters twice but each time they've been outstanding. Definitely necessary if you find a drink you want to make with them, nothing else would replace them!",
1202,"Xocolatl Mole + tequila happiness : This is specifically for the Xocolatl Mole bitters as Amazon seems to have lumped all the reviews together. Tasted in person at a bitters bar at Oxbow Market in Napa and was excited to find easily on Amazon. A few drops in any tequila drink makes me happy - just a subtle hint of chocolate and heat. As I often use bitter/sour mixers less is more, or else it pushes the drink way too bitter. Will definitely buy again if I ever finish the bottle I have - a little goes a long way!",
1203,One Star : Is ok..need more intense on flavor,
1204,"what great bitters. With a bit of searching : what great bitters. With a bit of searching, one can find a host of creative cocktails to use the bitters for. Highly recommended.",
1205,"Amazing. : The mole flavor is so rich and lingering. It is balanced perfectly with its bitter quality. I cannot imagine drinking a tiki, slide, cocoa, or a runner without a splash of this in it. Amazing.",
1206,Five Stars : Great for a mole margarita like Tommy Bahamas makes.,
1207,Good based on your tastes : Only knock is for the actual taste which is not quite orange cream but a vanilla-vinegar orange rhine sort of taste. Depends on what you're going for in taste profile as I can see this easily matching some others' preferences for mixed drinks.,
1208,These bitters taste great and last a long time : These bitters taste great and last a long time. A perfect addition to a Manhattan or Old Fashioned! Product arrived in perfect condition and on time.,
1209,"Beware the foul plastic dropper rod : Dump the plastic dropper rod attached to the cap immediately on receipt it pulls right off. Whether or not you like the taste of the product (I was pleased enough), the 4-inch plastic dropper rod, while very handy for adding drops of the bitters to one's drink in a measured manner, is made from an extremely foul source.Discovered this after having finished off a bottle of Bittermen's Grapefruit Bitters and leaving it on the shelf for a month, then opened up the bottle to add some gin and absorb the remains of the bitters to the quite empty bottle. An extremely foul toxic smell emerged immediately investigating, I found it to unmistakably be the plastic dropper rod attached to the bottle cap. While immersed in the strong-smelling and -tasting bitters solution, it's disguised. When not, well, ... it is just revolting. Try it see for yourself.No one should be ingesting any substance steeped in this material. Bittermen's, you really gotta clean up your act with that dropper rod.",
1210,"Warning: SHRUB VINEGAR : Just a friendly reminder: Shrub bitters are bitters that contain lots of vinegar. If the thought of drinking a bottle of vinegar sounds appealing to you, then you may enjoy this. If it doesn't, then you do NOT want these. (Take a whiff and it smells like someone dying easter eggs.) (If you want a spicy bitter that's not a shrub, try Scrappy's Habanero firewater bitters instead!)",
1211,"great addition to any cocktail : Delicious bitters, great addition to any cocktail!",
1212,Five Stars : Great!,
1213,"great product, smells heavenly : They smell fantastic. I haven't tried them myself yet, but they smell like heaven and I've been informed they taste good, too. Bottle is sturdy and doesn't leak. Dropper works well and doesn't drip much, so it's easy to transfer to drink cleanly.",
1214,"Hop and grapefruit flavors are nicely balance. Good for cocktails that would benefit from ... : Tasty stuff. Hop and grapefruit flavors are nicely balance. Good for cocktails that would benefit from some sharp, high flavor notes.",
1215,Orange Cream - meh : I've tried this in a few drinks so far and none have turned out tasting any good.I wrote to the company and asked if they had any suggestions for using it but they never responded.Probably will just sit on the shelf now until I get tired of seeing it and toss it.,
1216,"Fast Shipping, great product. Limited uses. : I've had this for about 2 weeks now and I can't seem to find too many uses for it. Great in Gin martini type drinks and mellows out some harsher spirits in cocktails. Otherwise I can't really find too many recipes online or uses for it. Shipping and packaging is excellent.",
1217,"Interesting - wish it had a little more heat. : I bought this for one specific purpose - as an ingredient for a cocktail called Carter Beats the Devil . . . and, it works great. It's not quite as prominent of an ingredient as the chili tincture that the restaurant in San Francisco used, but it does the job - just wish it had more punch per drop.I've used it quite a bit - and, since it is measured in drops, it'll probably last me forever.I am interested now in trying more of Bittermens bitters . . . glad I bought this one.",
